Artist name,Song name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Track URI,TopList,Year
Francesco Gabbani,Occidentali's Karma - Radio Edit,0.669,0.832,10,-4.014,1,0.075,0.0424,3.89e-06,0.111,0.582,114.046,217625,spotify:track:4UPyr3Tep8idtAmisAu1qs,no,2017
Isaiah Firebrace,Don't Come Easy,0.328,0.631,11,-4.346,0,0.0476,0.26,0,0.269,0.546,156.559,185237,spotify:track:2xI4CmkT6Bl4s5b4qggcgU,no,2017
Sunstroke Project,Run Away - Radio Edit,0.66,0.931,3,-3.038,0,0.0764,0.0103,0,0.181,0.362,129.981,177539,spotify:track:06bUBaq3PKtjc6DvHN6uiX,no,2016
Ilinca,Yodel it!,0.521,0.918,10,-4.517,1,0.123,0.00566,0,0.11,0.755,86.954,176261,spotify:track:2GdIKPluDT6hT3xBxxKiUK,no,2017
Jax Jones,You Don't Know Me,0.877,0.658,11,-6.055,0,0.132,0.163,0,0.0967,0.693,123.994,211935,spotify:track:7M16mAuWuFA5rC9HvkXaGx,no,2016
Crowded House,Weather With You,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,224467,spotify:track:6tXnRSvuNgOq4QcxpIN54r,no,1991
Harry Styles,Sign of the Times,0.518,0.575,5,-4.616,1,0.0302,0.0259,0,0.109,0.209,120.019,340707,spotify:track:5ELRkzdzz0HvGpMDlfZHkV,no,2017
Crowded House,I Am In Love,0.436,0.778,4,-6.531,1,0.0476,0.0101,0.697,0.104,0.237,120.125,277899,spotify:track:1J40GYEtVWq0IAKWjyFU4h,no,2016
Crowded House,Fall At Your Feet,0.65,0.371,0,-13.623,0,0.026,0.457,0.0116,0.102,0.561,102.583,198800,spotify:track:1Yc2k9b9PNZSB6P5S53SPC,no,1991
Paramore,Hard Times,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,spotify:track:5hHudNsfZXmdgefWxAX2LG,no,2017
The Pretty Reckless,Heaven Knows,0.54,0.801,2,-3.733,1,0.0475,0.0845,0,0.221,0.577,83.979,224855,spotify:track:0ifIudDeWelhhKzNqP12jm,no,2014
Fall Out Boy,Where Did The Party Go,0.631,0.891,0,-4.202,1,0.0998,0.00368,0.00124,0.157,0.677,119.96,243040,spotify:track:3Q7jFW6nxqhwbUctqqthSa,no,2013
David Bowie,Starman - Single Mix,0.307,0.429,5,-11.054,1,0.0333,0.211,0,0.391,0.582,199.787,254720,spotify:track:1K89oHPxT4wRg5ocaDLq3J,no,2016
Danaga,Trece un Nouras / A Little Cloud Is Passing by (feat. Surorile Osoianu),0.744,0.369,7,-9.056,1,0.0554,0.0829,0.279,0.124,0.269,88.055,182727,spotify:track:2pavyoSo3E9Ye4k89cecej,no,2013
Benny Benassi,Satisfaction - Isak Original Extended,0.795,0.711,9,-3.613,0,0.111,0.172,0.133,0.0747,0.339,130.013,285480,spotify:track:7g2BBjUQWJDdRohU8mOOZk,no,2003
Kanye West,POWER,0.539,0.907,0,-4.757,0,0.13,0.0193,0,0.825,0.553,154.0,292093,spotify:track:2RUFzxyUlI36KKy9Agkqze,no,2010
Bruno Mars,24K Magic,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,spotify:track:6b8Be6ljOzmkOmFslEb23P,no,2016
Childish Gambino,Bonfire,0.503,0.761,8,-5.801,1,0.314,0.059,0,0.308,0.261,161.925,193187,spotify:track:2mUye3yqpVYBYLuwmpSEzo,no,2011
Carla's Dreams,Unde,0.697,0.705,1,-5.455,0,0.0595,0.174,3.97e-06,0.144,0.329,135.029,225222,spotify:track:4VVK9AzkN9lf2LlzGxFvDx,no,2016
Carla's Dreams,Antiexemplu,0.731,0.737,6,-5.616,0,0.0743,0.175,5.8e-06,0.236,0.618,119.875,212000,spotify:track:5TlHDa0twcueCkyK4MG7Pt,no,2017
We The Kings,"Check Yes, Juliet",0.349,0.919,7,-4.124,1,0.0838,0.00415,0,0.26,0.294,166.916,218627,spotify:track:5Vac8co5QPblcdlWbHSFsE,no,2007
The Isley Brothers,"Shout, Pts. 1 & 2",0.489,0.866,10,-7.433,1,0.0933,0.753,0,0.876,0.416,138.63,268560,spotify:track:2ZNTPtYmAhN9vCwnAgqKn1,no,1959
The Proclaimers,I'm Gonna Be (500 Miles),0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,219467,spotify:track:66S14BkJDxgkYxLl5DCqOz,no,2003
Kristin Chenoweth,"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",0.333,0.377,6,-8.282,1,0.0343,0.722,0,0.0333,0.245,87.613,353920,spotify:track:0yM3VmM8gHEVGViKvAbQkc,no,2004
Kristin Chenoweth,"What Is This Feeling? - From ""Wicked"" Original Broadway Cast Recording/2003",0.621,0.414,0,-8.677,1,0.0863,0.747,0,0.136,0.537,152.099,212227,spotify:track:7Bdfs4L2Yj4oRlhgsoZC50,no,2013
Avicii,For A Better Day,0.631,0.836,2,-3.386,0,0.0343,0.0482,0.139,0.135,0.321,134.987,206067,spotify:track:3c3XJ9P1BjOtmNXKvdVyHK,no,2015
Green Day,"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)",0.417,0.647,8,-5.87,1,0.0296,0.0569,1.67e-06,0.0585,0.339,166.12,262387,spotify:track:41pFyxOpS119Pb8JEzhx0w,no,2010
That Poppy,Lowlife,0.63,0.84,11,-3.834,0,0.046,0.0864,0,0.419,0.797,145.979,205693,spotify:track:0PNOkQi2nkpSdwkfAANXrv,no,2016
Salt-N-Pepa,Push It,0.914,0.594,11,-12.478,0,0.0727,0.00709,0.00318,0.0832,0.972,127.226,272133,spotify:track:2xF0GzAiDMEugLYqLZFWLr,no,1986
Client Liaison,Canberra Won't Be Calling Tonight,0.804,0.661,7,-7.857,1,0.0316,0.0107,0.00128,0.0786,0.327,112.971,322766,spotify:track:4VDCrRKNwWJ6Rk3vkqRGL0,no,2016
Vangelis,Chariots Of Fire,0.471,0.379,1,-13.411,1,0.0336,0.0795,0.355,0.121,0.051,136.343,211209,spotify:track:0JKaYO3e4sKgkshtuFqzqB,no,1989
The Veronicas,4ever,0.581,0.857,5,-2.21,0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,208973,spotify:track:4ECvB9frSDegHfKNRh9dwT,no,2005
Carla's Dreams,#Eroina - Midi Culture Remix,0.823,0.826,9,-6.213,0,0.0477,0.017,0.00103,0.0905,0.444,121.002,230000,spotify:track:5GczNnM5N4hUq9HZMRMhd0,no,2016
Carla's Dreams,Acele,0.43,0.749,4,-4.679,0,0.281,0.675,0,0.114,0.554,71.832,206756,spotify:track:35BYBOuh5aa6TyJBG9N15R,no,2016
Carla's Dreams,Aripile,0.691,0.661,1,-6.586,0,0.0494,0.107,0,0.138,0.351,100.019,212087,spotify:track:2WcMIL1lous7qhcyyJcdSm,no,2016
Gabrielle,5 fine frøkner,0.778,0.752,5,-5.665,0,0.0449,0.143,1.21e-05,0.0917,0.388,120.015,216347,spotify:track:2tFgv3sLFNc088KLtjxzVa,no,2014
Quad City DJ's,Space Jam,0.798,0.952,11,-4.78,0,0.0401,0.064,0.000513,0.287,0.843,132.031,304960,spotify:track:683hRieVmYdAhVA1DkjSAk,no,1996
Lipps Inc.,Funky Town,0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,239253,spotify:track:7723JnKU2R15Iv4T7OJrly,no,2010
Client Liaison,Off White Limousine,0.799,0.441,7,-7.613,1,0.0566,0.0554,0.0172,0.273,0.608,108.018,275544,spotify:track:5a1P1cg7sguMXIfir9UMEu,no,2016
New Politics,Harlem,0.603,0.952,6,-3.699,1,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627,spotify:track:573latfTMO7SpGtStVrQx5,no,2013
Rudimental,Not Giving In (feat. John Newman & Alex Clare),0.465,0.639,7,-7.259,1,0.0632,0.0169,0.00261,0.155,0.136,159.044,239733,spotify:track:0mq8gFHMpr9Pc1603T7cdS,no,2012
f(x),Electric Shock,0.757,0.898,5,-1.632,0,0.0327,0.0927,7.85e-06,0.493,0.537,125.029,196947,spotify:track:2ePS8oLQEpNCM5imRUO58L,no,2012
The Jacksons,Can You Feel It,0.887,0.755,6,-3.679,0,0.0456,0.0427,2.77e-05,0.325,0.877,125.455,228213,spotify:track:4FP8dyBjGDBxcVRTTxOeog,no,2007
My Chemical Romance,Cancer,0.457,0.515,4,-4.31,1,0.0261,0.358,0,0.278,0.222,74.984,142973,spotify:track:0GgN4MhR5GKn5IcKN0e0rG,no,2006
My Chemical Romance,Mama,0.236,0.799,4,-5.167,0,0.0939,0.0136,0,0.0948,0.303,208.951,279027,spotify:track:0Zh3tKIphLOvQux4dA6PFZ,no,2006
Wham!,Last Christmas,0.735,0.645,11,-8.147,0,0.0273,0.277,0,0.458,0.881,106.753,266147,spotify:track:0QPYn15U8IQHKcH2LDfrek,no,2013
My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,205960,spotify:track:5BB0Jzw60KyfSTyjJqtely,no,2010
My Chemical Romance,Planetary (GO!),0.608,0.954,7,-3.507,1,0.0499,0.0006,0.269,0.358,0.723,131.991,246760,spotify:track:3iitOoZUtWEgwZOEYFITFo,no,2010
Carly Rae Jepsen,Run Away With Me,0.341,0.723,1,-5.492,1,0.0715,0.0122,0.000241,0.0617,0.235,119.254,251319,spotify:track:5dTcUe0Kq9as0JDI9ZlwES,no,2015
Fall Out Boy,I Don't Care,0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493,spotify:track:7nZGbjwTis0dJGaupJo1Pb,no,2008
f(x),Hot Summer,0.769,0.966,2,-1.484,1,0.0292,0.00431,2.93e-05,0.265,0.783,123.019,225787,spotify:track:19xdWAP56JYpHrbKpuNoZc,no,2011
Panic! At The Disco,Nine in the Afternoon - Single Mix,0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189,191560,spotify:track:3oap5wNMWwX1dT3AVKwLzH,no,2008
Panic! At The Disco,Nine in the Afternoon,0.249,0.804,10,-3.233,1,0.0502,0.0201,0,0.262,0.389,155.066,192893,spotify:track:59kTVUKhpcFw9zMLPSbFvH,no,2008
Sage The Gemini,Gas Pedal,0.846,0.53,1,-8.062,1,0.0578,0.0287,0,0.123,0.461,97.524,208160,spotify:track:1L0rvFTlpoR8rHxdR4lTSN,no,2014
Fall Out Boy,Just One Yesterday,0.508,0.907,6,-3.443,0,0.0565,0.0423,6.83e-05,0.221,0.587,104.997,244720,spotify:track:5OMCffelD9cnJCgG3xnHzU,no,2013
Fall Out Boy,The Mighty Fall,0.511,0.95,4,-3.833,0,0.184,0.0612,0,0.203,0.539,151.943,212467,spotify:track:4rNOFJdwQq0ulVDKOF447L,no,2013
Fall Out Boy,Young Volcanoes,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.997,204507,spotify:track:4yXNMbZrsFJbPTH0WfhwEB,no,2013
The Killers,Romeo And Juliet - Live From Abbey Road / 2006,0.561,0.399,9,-8.458,1,0.0278,0.387,7.04e-06,0.202,0.347,83.655,328640,spotify:track:5ZQ7VIzPivvIB1z4Eu8WFH,no,2007
Sia,Cheap Thrills,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00152,0.0907,0.729,89.975,211667,spotify:track:6P4DcGPAqhBz8HrTrwPNNh,no,2016
Panic! At The Disco,Ready to Go (Get Me Out of My Mind),0.57,0.922,0,-5.433,1,0.0424,0.000463,0.000188,0.363,0.32,135.01,217027,spotify:track:7m4HUtdXRUHEitLIqbVWxf,no,2011
MIKA,Popular Song,0.666,0.81,8,-4.574,1,0.0458,0.152,0,0.0613,0.811,99.023,200213,spotify:track:6AviHKu3ydzAePBmzEi62v,no,2013
King Krule,Baby Blue,0.468,0.331,3,-11.052,1,0.036,0.613,0.00108,0.129,0.09,102.448,215507,spotify:track:1BA4OdphRNKQSeHrMHLAWg,no,2013
J.Views,Into the Light,0.556,0.811,11,-6.733,1,0.0652,0.51,0.0397,0.131,0.341,93.004,271192,spotify:track:60bHmpZIWAnSjgtO1lJtr2,no,2016
Chromatics,Cherry,0.637,0.611,7,-12.842,0,0.0325,0.0374,0.222,0.122,0.815,108.242,272947,spotify:track:4ahvXivkbvsbv1fgxd2qLq,no,2013
The Temper Trap,Love Lost,0.55,0.574,7,-7.427,1,0.0341,0.0189,0.568,0.109,0.346,122.579,212320,spotify:track:5y1iInKBJiE9Qfi4eKOal9,no,2009
Kingswood,Creepin,0.397,0.593,1,-7.369,0,0.0372,0.0473,0,0.139,0.393,175.424,226000,spotify:track:68jD8FlXe7ay5rLzIMrRvp,no,2016
Lowly,Deer Eyes,0.534,0.452,7,-7.562,0,0.0351,0.248,0.00979,0.0909,0.181,135.905,247555,spotify:track:64D3kVsMUBRxFgcHdIibvm,no,2016
Client Liaison,Wild Life,0.775,0.825,11,-5.666,0,0.0329,0.00184,0.0386,0.22,0.723,120.982,276993,spotify:track:5mj9qMqjg5qWhbt44f09nY,no,2016
Midas.Gold,"Casket, Pt. 2",0.557,0.705,8,-4.661,1,0.35,0.134,0,0.118,0.359,79.965,200000,spotify:track:1l8pIDiecfGv0BkrIO4uOA,no,2016
Midas.Gold,Work It Out,0.714,0.683,1,-5.033,0,0.0633,0.057,0.000339,0.0623,0.364,140.015,274286,spotify:track:6NLoHQ22tKBHZas95LONwS,no,2016
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,0.498,0.331,4,-14.084,1,0.0273,0.27,0.198,0.107,0.106,96.734,286293,spotify:track:5RROFztQ7ua0p9ttJ0U8nv,no,2012
Ella Vos,Little Brother,0.768,0.402,5,-9.624,1,0.0389,0.0417,0.0431,0.0866,0.28,144.94,215346,spotify:track:2nee1ADU7skh07cCf7xq8C,no,2016
Anderson .Paak,Come Down,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,169727,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,no,2016
The xx,On Hold,0.725,0.669,0,-6.582,1,0.0351,0.0571,0.159,0.107,0.338,125.046,224133,spotify:track:4w2iAP3X4FkpPb5kjRdIDx,no,2016
Collarbones,Sinking (Deeper),0.56,0.687,7,-9.175,0,0.0386,0.0849,0.773,0.103,0.275,144.043,273581,spotify:track:4KzJXBuwyTfqsAAwDbqpUc,no,2014
Rainbow Chan,Nest,0.699,0.868,6,-4.026,0,0.034,0.101,0.00802,0.0687,0.333,109.997,238632,spotify:track:5QsaHz3YBK8DV4lfxbN5gV,no,2016
Rainbow Chan,Pearled Into,0.546,0.659,1,-7.05,1,0.0393,0.0429,0.0103,0.231,0.451,140.027,243485,spotify:track:6J1StOw5H44xaMYD8UWZ3z,no,2016
Emma Louise,Illuminate,0.632,0.659,11,-8.595,0,0.0471,0.463,0,0.0589,0.486,124.936,238933,spotify:track:128xzAjbMjFYmvUSZ3lJPQ,no,2016
Lost Animal,Too Late To Die Young,0.533,0.877,1,-3.913,0,0.0309,0.00123,0.0313,0.111,0.603,107.993,335294,spotify:track:4WbT1WEfJNPrdNOunuiD0j,no,2016
Daler Mehndi,Tunak Tunak Tun,0.794,0.977,10,-5.637,1,0.178,0.526,0.00196,0.0616,0.687,150.008,303133,spotify:track:131yybV7A3TmC34a0qE8u8,no,1998
Cosmo Thundercat,Warning Bell,0.389,0.543,4,-6.293,0,0.0273,0.213,0.00185,0.117,0.247,152.124,213179,spotify:track:6K2WjS8ul1Nxp3Qk6LZqGA,no,2016
Sia,Satisfied (feat. Miguel & Queen Latifah),0.58,0.544,0,-7.636,0,0.0697,0.497,0,0.168,0.308,123.984,318391,spotify:track:1ybJ2itxCxPCPkcA9sOgTO,no,2016
Panic! At The Disco,Girls / Girls / Boys,0.606,0.924,11,-4.531,0,0.0349,0.00216,3.3e-06,0.24,0.965,144.998,206840,spotify:track:2wEjPgOCEczmjlvq60LyQi,no,2013
Pyotr Ilyich Tchaikovsky,"Swan Lake, Op.20 (1988 - Remaster): 1. Introduction",0.113,0.0951,11,-18.762,0,0.036,0.962,0.657,0.083,0.114,74.299,166920,spotify:track:6IalLbhR2mEnZNSafklurq,no,1976
The Turtles,Happy Together,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,no,1967
Eiffel 65,Blue (Da Ba Dee) - Video Edit,0.829,0.965,7,-11.498,0,0.0597,0.227,0.000131,0.466,0.729,127.999,219618,spotify:track:7hvMrUHXw0MLQb8Gx50RIW,no,1998
The Shamen,Ebeneezer Goode,0.601,0.963,1,-9.769,0,0.0546,0.00319,0.00441,0.19,0.491,126.03,234787,spotify:track:3GRdf7V0K5uJJ0mFbLWT1n,no,1992
Daft Punk,Robot Rock,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,287720,spotify:track:7LL40F6YdZgeiQ6en1c7Lk,no,2005
Mr. C,Cha Cha Slide,0.854,0.903,11,-6.821,0,0.147,0.0423,0.00576,0.316,0.814,131.02,222080,spotify:track:5xM801uXVrqhUb0PzeSLvJ,no,2009
Caravan Palace,Lone Digger,0.767,0.938,5,-4.433,0,0.0505,0.592,0.0193,0.118,0.868,123.992,229805,spotify:track:1TAC5SANfK7l6wGHtUQ7MX,no,2015
Carla's Dreams,треугольники,0.679,0.754,11,-5.334,0,0.0386,0.0474,8.65e-06,0.174,0.371,133.916,214406,spotify:track:2d3Me4Vy43mHA3xwAmEvqV,no,2016
Carla's Dreams,Nascut in Moldova,0.589,0.829,5,-5.426,0,0.125,0.172,0,0.323,0.471,81.071,289010,spotify:track:78enSGTZqsgCV0HhuHPb6R,no,2016
Sia,The Greatest,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893,spotify:track:1a3uzQ3CUOUzmpbfsgzlaV,no,2016
The Killers,Sam's Town,0.268,0.96,6,-4.596,0,0.0963,0.000217,0.00604,0.732,0.44,141.415,246027,spotify:track:171YHZok86Hh4GKqrnOSTu,no,2006
MARINA,Bubblegum Bitch,0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,154667,spotify:track:0ZFBKLOZLIM16RAUb5eomN,no,2012
Dropkick Murphys,I'm Shipping Up To Boston,0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,129.188,153600,spotify:track:7rSERmjAT38lC5QhJ8hnQc,no,2005
Los Del Rio,Macarena - Bayside Boys Remix,0.737,0.93,1,-6.083,1,0.0534,0.237,1.57e-06,0.0911,0.965,103.191,253107,spotify:track:2df5QsXucx4VLiHNGusXD5,no,2001
The Killers,Sam's Town - Live From Abbey Road / 2006,0.53,0.44,6,-8.24,0,0.0442,0.772,0,0.384,0.243,133.879,223680,spotify:track:43r8rZj5nmr2Ac71tS13ma,no,2007
Art vs Science,Parlez Vous Francais,0.648,0.898,0,-4.445,0,0.142,0.000377,1.28e-06,0.359,0.842,131.998,213453,spotify:track:2RexMVjpaxZzPrXZwDv2sj,no,2009
Miike Snow,Genghis Khan,0.699,0.837,0,-3.264,1,0.0437,0.0388,2.24e-06,0.581,0.414,94.005,212140,spotify:track:6yHczwGhD6R0Mh1fe6IHkG,no,2015
Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop) - Basic Radio,0.65,0.919,5,-7.52,0,0.0338,0.0557,0.00333,0.132,0.818,135.981,213827,spotify:track:1A6SHOaalcz1ps43PBImoa,no,1999
SNAP!,Rhythm Is A Dancer - 12'' Version,0.768,0.874,9,-7.303,0,0.034,0.117,0.0628,0.0842,0.839,124.251,316133,spotify:track:5dle7lDSqNS2AcFtbvgkud,no,1991
TLC,No Scrubs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,spotify:track:1KGi9sZVMeszgZOWivFpxs,no,1999
Original Broadway Cast of Hamilton,Yorktown (The World Turned Upside Down),0.76,0.883,9,-5.397,0,0.25,0.297,0,0.727,0.51,98.012,242588,spotify:track:733tju3KUeatsbjcTRQ04i,no,2015
Bastille,Icarus,0.581,0.771,4,-6.596,0,0.0488,0.0742,2.66e-06,0.0748,0.627,134.948,225040,spotify:track:2NFWqcbMuCh0eHmW07Mmxf,no,2013
Bastille,Flaws,0.555,0.644,8,-6.97,1,0.0367,0.42,0,0.0751,0.417,144.202,218800,spotify:track:76LfrEEYsjRIXOMhZVCijI,no,2013
Bastille,What Would You Do,0.484,0.711,0,-6.037,1,0.0637,0.379,0.00187,0.375,0.388,179.917,183333,spotify:track:5faaMYhs6QHvMEtvMrvuAe,no,2013
Simple Minds,Don't You (Forget About Me),0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,spotify:track:4aWn4NHlELpOehxsBaQeoe,no,1985
Fall Out Boy,Save Rock And Roll,0.557,0.777,9,-6.286,1,0.0635,0.0756,4.29e-05,0.1,0.449,144.968,281080,spotify:track:6SFTYQSczxhBNKR5bYjGMD,no,2013
Peter Allen,I Go To Rio,0.57,0.765,5,-6.518,1,0.0373,0.107,0,0.279,0.852,121.892,203720,spotify:track:1Bqr9nMnGXZhhXffeFeEoV,no,2006
The Killers,Somebody Told Me,0.511,0.983,10,-3.19,0,0.0841,0.000101,0.000428,0.0902,0.696,138.02,198187,spotify:track:7cYvssYN2gGGmfagdSNOaY,no,2013
Maroon 5,She Will Be Loved,0.524,0.711,0,-5.494,0,0.0405,0.0567,0,0.134,0.539,203.867,257133,spotify:track:5s5t0OFg9lIlBFaCI14K1i,no,2002
Gym Workout,Pocketful of Sunshine (Dance Remix),0.557,0.993,9,-2.953,0,0.168,0.068,0,0.278,0.287,129.904,176308,spotify:track:5v4xUBtax0EzL5M11HW7GC,no,2016
Pseudo Echo,Funky Town,0.667,0.713,9,-7.906,1,0.0336,0.123,0.000431,0.227,0.873,128.032,294787,spotify:track:6GGTydVsKQcFOOrqO71SLG,no,2008
The Killers,This River Is Wild,0.376,0.89,3,-4.286,1,0.0852,0.000836,0.00151,0.152,0.296,140.677,278000,spotify:track:6XwBGEwpgJ6LO8nY7bPJmK,no,2006
Ray Charles,Hit The Road Jack,0.593,0.752,8,-6.617,0,0.0313,0.0841,0.00308,0.197,0.935,172.087,129907,spotify:track:7sXxvOVFtMr31xj0kX9BFV,no,2006
U2,I Still Haven't Found What I'm Looking For - Remastered 2007,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,277480,spotify:track:72AO8u6lcjKp0CBeaPZT8I,no,1987
Muse,Undisclosed Desires,0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,spotify:track:0It6VJoMAare1zdV2wxqZq,no,2009
Culture Club,Karma Chameleon - Remastered 2002,0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,252773,spotify:track:2wSAWEYUHkt92X4SBAPqZE,no,1983
The Police,Every Breath You Take - Remastered 2003,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,253250,spotify:track:5C0LFQARavkPpn7JgA4sLk,no,1983
Harry Chapin,Cats in the Cradle,0.463,0.484,10,-13.259,1,0.0395,0.456,0,0.125,0.513,77.521,212405,spotify:track:6hLqEJg2GnnDG4W0Y64hyD,no,1974
Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,202627,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,no,2010
The Chordettes,Mr. Sandman,0.626,0.535,9,-4.441,1,0.0443,0.85,0,0.0561,0.671,108.804,144200,spotify:track:47O5lXcK78Z3TIiGzuc18l,no,2011
MARINA,Hollywood,0.583,0.825,0,-5.447,1,0.0284,0.00424,0,0.345,0.734,123.009,230347,spotify:track:4tpBNDfGcKSOBZWYP4Flbv,no,2010
Carla's Dreams,Te Rog,0.672,0.644,3,-6.031,0,0.0382,0.0323,1.4e-06,0.235,0.627,137.906,234429,spotify:track:7Iap7Jftl5t5TWYw5z71BL,no,2016
Carla's Dreams,Zarplata,0.59,0.617,8,-6.161,1,0.424,0.0996,0,0.107,0.5,178.039,206481,spotify:track:71RraZ20zs2hASLKDxBIp8,no,2016
Carla's Dreams,Funeral Face,0.653,0.53,11,-6.614,0,0.0361,0.134,0,0.0791,0.224,135.274,218071,spotify:track:5nSj6ihzxNGLamofylXleW,no,2016
Carla's Dreams,Hobson's Choice,0.496,0.859,7,-7.295,1,0.0866,0.595,0.000565,0.167,0.385,80.053,156082,spotify:track:0xQB1R5qwgRgI33a7QqHgQ,no,2016
Carla's Dreams,Fallin',0.612,0.665,9,-5.846,0,0.033,0.0438,0,0.0694,0.657,165.978,231364,spotify:track:2y5m5O0WN6oA3ZWKmqotvs,no,2016
Carla's Dreams,P.O.H.U.I. (feat. Inna),0.806,0.539,0,-7.692,1,0.0388,0.765,0,0.213,0.277,117.999,234661,spotify:track:4Nu63ivF0TUJOEL6HHst7P,no,2016
Bruno Mars,That's What I Like - BLVK JVCK Remix,0.755,0.736,1,-5.386,1,0.08,0.018,1.55e-06,0.2,0.875,134.044,225672,spotify:track:4YS0JF9kSLe15ggwOQqQit,no,2017
Bruno Mars,That's What I Like - Alan Walker Remix,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59e-05,0.199,0.798,134.056,195889,spotify:track:1KtU0WCq472KzqCXgMOxkS,no,2017
Bruno Mars,Versace on the Floor (Bruno Mars vs. David Guetta),0.747,0.701,2,-4.902,1,0.0429,0.108,0,0.0712,0.589,100.012,228300,spotify:track:5UJshy5HDHdNEVqlJwzsQB,no,2017
Bruno Mars,Chunky,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,186973,spotify:track:0mBKv9DkYfQHjdMcw2jdyI,no,2016
Bruno Mars,Perm,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,210053,spotify:track:1I6pKIyaBp4OebTGLJpCCC,no,2016
Bruno Mars,Straight up & Down,0.552,0.733,3,-6.898,0,0.0933,0.0209,0,0.0858,0.643,143.56,198187,spotify:track:2mrZYZGmPFV3QOyYPZ1zsn,no,2016
Bruno Mars,Finesse,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,191000,spotify:track:5XMkENs3GfeRza8MfVAhjK,no,2016
Bruno Mars,Too Good to Say Goodbye,0.587,0.63,2,-6.054,1,0.0311,0.0389,0,0.35,0.433,76.97,281827,spotify:track:0B0tYbVp7pDQAqKDhgMeaL,no,2016
Bruno Mars,Young Girls,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,125.986,228720,spotify:track:3G5iN5QBqMeXx3uZPy8tgB,no,2012
Bruno Mars,Gorilla,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,244493,spotify:track:2ih2U8ttFzCjnQ5njF3SrR,no,2012
Bruno Mars,Moonshine,0.705,0.784,2,-4.351,1,0.0279,0.211,4.3e-06,0.0813,0.418,104.98,228573,spotify:track:30raivfq7rSt5nKltiHfzG,no,2012
Bruno Mars,Natalie,0.76,0.733,7,-6.704,1,0.0504,0.15,0,0.0647,0.611,111.975,225027,spotify:track:0inMKhbKWOTDA9UBUAKoU6,no,2012
